youtube_id,description_en,acquired_from,description_ar,recording_date,location_latitude,location_longitude,weapons,location,reference_code,type_of_violation
,Casualties of the chemical attack in Adra were transfered to Duma medical office,Fadi Abdullah who is a citizen reporter in Duma,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,2013-05-24 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1025,Use of illegal weapons
,Casualties of the chemical attack,Free Duma Network,حالات اختناق جراء استخدام السلاح الكيماوي,2013-05-23 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1001,Use of illegal weapons
,One of the casualties of the chemical attack,Abu Baraa who is a citizen reporter,احد المصاببين نتيجة القصف بالكيماوي,2013-05-23 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1002,Use of illegal weapons
,One of the casualties of the chemical attack,Abu Baraa who is a citizen reporter,احد المصاببين نتيجة القصف بالكيماوي,2013-05-23 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1003,Use of illegal weapons
,One of the casualties of the chemical attack,Abu Baraa who is a citizen reporter,احد المصاببين نتيجة القصف بالكيماوي,2013-05-23 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1004,Use of illegal weapons
,One of the casualties of the chemical attack,Abu Baraa who is a citizen reporter,احد المصاببين نتيجة القصف بالكيماوي,2013-05-23 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1005,Use of illegal weapons
,"Said al-Helmi, killed in chemical attack",Abu Baraa who is a citizen reporter,الشهيد سعيد الهلمي نتيجة القصف بالكيماوي على المدينة,2013-05-23 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1006,Use of illegal weapons
,Casualties of the chemical attack that was taken to Duma hospital for treatment ,Abu Muaz Aldomani who is a citizen reporter,حالات اختناق تم اسعافها في مشفى دوما الميداني جراء استخدام السلاح الكيماوي في عدرا,2013-05-23 00:00:00+00:00,33.6076513,36.5112588,[<Weapon: Chemical Weapons>],DAMASCUS : Adra,CW_1007,Use of illegal weapons
,Chemical attack in,dirhafer abodouganah who is a media activist in Aleppo,غازات سامة على محيط مطار كويرس,2013-04-27 00:00:00+00:00,36.184828,37.582201,[<Weapon: Chemical Weapons>],ALEPPO : Kuwayris Airbase,CW_1179,Use of illegal weapons
,Casualties of the chemical attack,alser ax,ضحايا الهجوم الكيماوي على بلدة خان العسل,2013-04-25 00:00:00+00:00,36.1708275,37.037142,[<Weapon: Chemical Weapons>],ALEPPO : Khan al-Asl,CW_1177,Use of illegal weapons
,Testimony of Sheikh Maqsoud residents about the chemical attack,Abo Alnour Ahmad,شهادات أهالي حي الشيخ مقصود حول القصف بالغازات السامة,2013-04-18 00:00:00+00:00,36.236882,37.150311,[<Weapon: Chemical Weapons>],ALEPPO : Sheikh Maqsoud,CW_1227,Use of illegal weapons
,Testimony of Sheikh Maqsoud residents about the chemical attack,AleppoMediaCenter,شهادات أهالي حي الشيخ مقصود حول القصف بالغازات السامة,2013-04-14 00:00:00+00:00,36.236882,37.150311,[<Weapon: Chemical Weapons>],ALEPPO : Sheikh Maqsoud,CW_1229,Use of illegal weapons
,Casualties of the chemical attack,Alaazadi,ضحايا القصف الكيماوي ,2013-04-13 00:00:00+00:00,36.236882,37.150311,[<Weapon: Chemical Weapons>],ALEPPO : Sheikh Maqsoud,CW_1228,Use of illegal weapons
,Casualties of the chemical attack,Daraya Media Office,إسعاف المصابين نتيجة التأثر بغاز الفسفور,2013-03-28 00:00:00+00:00,33.452208,36.246869,[<Weapon: Chemical Weapons>],DAMASCUS : Daraya mantiqah,CW_1053,Use of illegal weapons
MKZ4QOKqtZI,One of the victims as a result of the chemical gas attack,,أحد المصابين بالغازات السامة ,2013-03-19 07:33:00+00:00,,,[<Weapon: Chemical Weapons>],DAMASCUS : Al-Otaybah,CW_1378,Use of illegal weapons
sgL8BeIzsv4,One of the victims testimony as a result of the chemical gas attack,,شهادة أحد المصابين بالغازات السامة,2013-03-19 07:22:00+00:00,,,[<Weapon: Chemical Weapons>],DAMASCUS : Al-Otaybah,CW_1377,Use of illegal weapons
,The moment of chemical attack on Zafaraneh,Homs al-Rastan media office,لحظة سقوط غازات فوق قرية الزعفرانة,2012-12-25 00:00:00+00:00,34.890429,36.792355,[<Weapon: Chemical Weapons>],HOMS : Zafaraneh,CW_1278,Use of illegal weapons
,The chemical attack on Zafaraneh,Homs al-Rastan media office,الزعفرانة الغازات لحظة سقوطها,2012-12-25 00:00:00+00:00,34.890429,36.792355,[<Weapon: Chemical Weapons>],HOMS : Zafaraneh,CW_1279,Use of illegal weapons
,The chemical attack on Zafaraneh,Homs al-Rastan media office,الزعفرانة لحظة سقوط الغازات,2012-12-25 00:00:00+00:00,34.890429,36.792355,[<Weapon: Chemical Weapons>],HOMS : Zafaraneh,CW_1280,Use of illegal weapons
,Casualties of the chemical attack,Coordinating Khalidiya in Homs,اسعاف مصابين جراء القصف بغازات كيماوية,2012-12-24 00:00:00+00:00,34.745732,36.720042,[<Weapon: Chemical Weapons>],HOMS : Al-Khaldeeye,CW_1033,Use of illegal weapons
,Casualties of the chemical attack in field hospital,Coordinating Khalidiya in Homs, المشفى الميداني الكثير من حالات الاختناق,2012-12-23 00:00:00+00:00,34.745732,36.720042,"[<Weapon: Chemical Weapons>, <Weapon: Chlorine Gas>]",HOMS : Al-Khaldeeye,CW_1027,Use of illegal weapons
